trigrams_tweets,frequency,trigrams_reviews,frequency_reviews
,,"('memory', 'not', 'show')",5
,,"('camera', 'quality', 'terrible')",5
,,"('zoomed', 'in', 'camera')",5
,,"('application', 'keep', 'freezing')",5
,,"('not', 'even', 'watch')",5
,,"('since', 'android', 'update')",5
,,"('facing', 'camera', 'galaxy')",5
,,"('not', 'save', 'photo')",5
,,"('loved', 'this', 'application')",5
,,"('this', 'application', 'phone')",5
,,"('phone', 'doe', 'not')",5
,,"('worst', 'update', 'ever')",5
,,"('try', 'play', 'game')",5
,,"('new', 'android', 'update')",5
,,"('update', 'keep', 'crashing')",5
,,"('application', 'because', 'this')",5
,,"('application', 'keep', 'kicking')",5
,,"('update', 'not', 'see')",5
,,"('even', 'uninstaled', 'installed')",5
,,"('ever', 'since', 'updated')",5
,,"('updated', 'application', 'not')",5
,,"('take', 'picture', 'flash')",5
,,"('log', 'log', 'back')",5
,,"('this', 'application', 'since')",5
,,"('like', 'snap', 'chat')",5
,,"('camera', 'roll', 'in')",5
,,"('not', 'working', 'samsung')",5
,,"('new', 'update', 'did')",5
,,"('soon', 'open', 'application')",5
,,"('take', 'picture', 'not')",5
,,"('not', 'login', 'account')",5
,,"('story', 'new', 'update')",5
,,"('anymore', 'new', 'update')",5
,,"('in', 'new', 'phone')",5
,,"('send', 'even', 'though')",5
,,"('please', 'fix', 'android')",5
,,"('application', 'ever', 'since')",5
,,"('update', 'made', 'application')",5
,,"('application', 'multiple', 'time')",5
,,"('save', 'whole', 'story')",5
,,"('get', 'this', 'fixed')",5
,,"('love', 'snap', 'chat')",5
,,"('try', 'take', 'picture')",5
,,"('this', 'application', 'get')",5
,,"('not', 'get', 'this')",5
,,"('fix', 'this', 'new')",5
,,"('phone', 'snapshot', 'not')",5
,,"('update', 'snap', 'not')",5
,,"('help', 'fix', 'this')",5
,,"('problem', 'this', 'application')",5
,,"('snapshot', 'good', 'application')",5
,,"('save', 'snap', 'story')",5
,,"('this', 'application', 'work')",5
,,"('not', 'take', 'video')",5
,,"('not', 'work', 'new')",5
,,"('snap', 'not', 'post')",5
,,"('suck', 'new', 'update')",5
,,"('one', 'star', 'because')",5
,,"('able', 'send', 'snap')",5
,,"('working', 'fine', 'until')",5
,,"('this', 'recent', 'update')",5
,,"('get', 'notification', 'anymore')",5
,,"('not', 'good', 'application')",5
,,"('application', 'ever', 'seen')",5
,,"('not', 'see', 'friend')",5
,,"('new', 'update', 'ruined')",5
,,"('not', 'let', 'go')",5
,,"('filter', 'not', 'even')",5
,,"('worst', 'application', 'in')",5
,,"('in', 'android', 'not')",5
,,"('since', 'update', 'not')",5
,,"('zoomed', 'in', 'samsung')",5
,,"('this', 'application', 'like')",5
,,"('suck', 'doe', 'not')",5
,,"('time', 'fix', 'this')",5
,,"('not', 'open', 'not')",5
,,"('back', 'old', 'snapshot')",5
,,"('even', 'use', 'snapshot')",5
,,"('not', 'watch', 'story')",5
,,"('not', 'use', 'this')",5
,,"('send', 'chat', 'still')",5
,,"('android', 'user', 'not')",5
,,"('work', 'front', 'camera')",5
,,"('keep', 'crashing', 'everytime')",5
,,"('in', 'way', 'much')",5
,,"('get', 'back', 'into')",5
,,"('this', 'problem', 'not')",5
,,"('snapshot', 'keep', 'stopping')",5
,,"('snap', 'in', 'memory')",5
,,"('send', 'multiple', 'picture')",5
,,"('new', 'update', 'want')",5
,,"('notification', 'issue', 'edit')",5
,,"('problem', 'new', 'update')",5
,,"('phone', 'not', 'know')",5
,,"('love', 'application', 'not')",5
,,"('camera', 'quality', 'bad')",5
,,"('please', 'look', 'into')",5
,,"('since', 'this', 'new')",5
,,"('phone', 'this', 'application')",5
,,"('please', 'solve', 'problem')",5
,,"('fix', 'camera', 'quality')",5
,,"('tried', 'restarting', 'phone')",5
,,"('make', 'this', 'application')",5
,,"('not', 'save', 'video')",5
,,"('new', 'update', 'terrible')",5
,,"('update', 'android', 'user')",5
,,"('this', 'application', 'year')",5
,,"('not', 'good', 'android')",5
,,"('doe', 'not', 'make')",5
,,"('baby', 'face', 'filter')",5
,,"('use', 'new', 'filter')",5
,,"('application', 'keep', 'saying')",5
,,"('filter', 'doe', 'work')",5
,,"('swap', 'filter', 'not')",5
,,"('swap', 'doe', 'not')",5
,,"('new', 'gender', 'swap')",5
,,"('not', 'know', 'not')",5
,,"('not', 'get', 'new')",5
,,"('new', 'update', 'filter')",5
,,"('saved', 'snap', 'last')",5
,,"('snap', 'please', 'fix')",5
,,"('application', 'updated', 'application')",5
,,"('solve', 'this', 'problem')",5
,,"('every', 'time', 'get')",5
,,"('instal', 'this', 'application')",5
,,"('application', 'use', 'golden')",5
,,"('unload', 'video', 'story')",5
,,"('bitmoji', 'widget', 'phone')",5
,,"('widget', 'phone', 'home')",5
,,"('went', 'wrong', 'try')",5
,,"('multiple', 'time', 'please')",5
,,"('in', 'chat', 'typing')",5
,,"('snap', 'last', 'two')",5
,,"('hawes', 'mate', 'professional')",5
,,"('open', 'someone', 'snap')",5
,,"('try', 'later', 'not')",5
,,"('old', 'story', 'page')",5
,,"('story', 'page', 'back')",5
,,"('page', 'back', 'flash')",5
,,"('back', 'flash', 'back')",5
,,"('flash', 'back', 'feature')",5
,,"('someone', 'barely', 'open')",5
,,"('barely', 'open', 'message')",5
,,"('open', 'message', 'second')",5
,,"('message', 'second', 'ago')",5
